This list is dynamic and is subject to change. This cashless hospital list is valid for 3 days from the report generate date. Please call the hospital to confirm availability of cashless hospital before admission.
Name,Address,State,City,PinCode,Phone,Email
Abhi Eye Hospital ,"58/197,JOTHI MILL STREET",Tamil Nadu,Salem,636102,9003997628,ABHIEYEHOSPITAL2002@GMAIL.COM
Abhi S.K. Hospital,"153, Sathy Main Road, Nllagoundanpalayam",Tamil Nadu,Gobichettipalayam,638453,4285240130,INSURANCE@ABHISKHOSPITAL.COM
Abhijay Hospital,"22/2 Esi Hospital Road, Peravallur (Perambur)",Tamil Nadu,Chennai,600011,044 - 49015050  / 9361575757,cashless@abhijayhospitals.com
Abhilash Netra Vydyasala,"# 3/1350, GANDHI ROAD, YSR DISTRICT, KADAPAH",Andhra Pradesh,PRODDATUR,516361,9014020271,DR.S.GURUMURTHY@GMAIL.COM
"Abhilasha Eye Hospital, Roorkee","Railway road, roorkee, haridwar distt.",Uttarakhand,Roorkee,247667,272586,ABHILASHAEYEHOSPITAL@GMAIL.COM
Abhilasha Hospital,"# 201/ 35 Sector, Chandigargh",Haryana,Chandigarh,160036,0172 - 2606557 / 2623701,renutayal@gmail.com
Abhiman Kidney Centre,"10e, D3 D3 Road, Balarengapuram, Opposite To Nadana Theatre, Madurai-625 009.",Tamil Nadu,Madurai,625009,452-2323654,akcmdu9@gmail.com
Abhinav Drishti Eye Hospital,"B-719, Sec C , Mahanagar",Uttar Pradesh,Lucknow,226006,9450655477,ABHINAVDRISHTI@GMAIL.COM
Abhinav Eye Care Centres,"PLOT NO: 10-102-61/594, OM VIHAR COLONY, MEDIPALLY, BEHIND APEX HOSPITAL, HYDERABAD-500089",Telangana,Hyderabad,500089,27203580,AECCINSURANCE@GMAIL.COM
Abhinav Maternity And General Hospital ,"chowre arcade,Near Civic Centre",Maharashtra,Mumbai,401203,2405254/2405253,CASHLESSABHINAV@GMAIL.COM
Abhiram Institute Of Medical Sciences,"Opp To Apsrtc Depo, Atmakur, Spsr Nellore (Dt)-524322",Andhra Pradesh,Nellore,524322,223399,ANIL.MAHI06@GMAIL.COM
Abhishek Hospital,"3-B-III, Moti Doongri Road, Near Dharam Singh Circle",Rajasthan,Jaipur,302004,2625110,COSMETICAKHILESH@GMAIL.COM
Abhishek Hospital,"SHANTI PARK SOCIETY, NEAR GORWA LAKE, GORWA, VADODARA,",Gujarat,Vadodara,390016,2290102,ABHISHEKHOSP@GMAIL.COM
Abhishek Nethradham,"# Hig 2024, 3rd Cross B Sector Icici Bank Road Near Sbi Yelahanka New Town",Karnataka,Bengaluru,560064,80-40933219,abhisheknethradhama@yahoo.in
Abhishek Nursing Home,"Jagruti Co-Op. Soc., Near Maratha Mandir Bank, Bhatwadi, Ghatkopar (W), Mumbai - 400084",Maharashtra,Mumbai,400084,022 - 25106518 / 25106577,avinash62@yahoo.com
Abhyankar Orthopaedic Hospital,"1st floor, Simran Elegance, Tandon road",Maharashtra,Thane,421201,2863836,ABHAYANKARORTHOPAEDICHOSPITAL@GMAIL.COM
Abinand Hospital,"237-F, Pollachi Main Road",Tamil Nadu,Coimbatore,641024,0422 - 2673810,obinand.hospital@gmail.com
Abiraami Hospital,"No.12, Alagappa Nagar, Cuddalore",Tamil Nadu,Cuddalore,607001,4142222119,DRSPANDIANORTHO@YAHOO.COM
Abirami Kidney Care Dr Thngavelu Hospital,"581 / 582, BROUGH ROAD",Tamil Nadu,Erode,638011,9500794485,ABIRAMIKIDNEYCARE@GMAIL.COM
Abm Hospital,"05, Motia Talab Road",Madhya Pradesh,Bhopal,462001,07552548008,ABMHOSTPA19@GMAIL.COM
Abs Hospital Multi Speciality,No. 161 B/5 Siyasakthi Nagar,Tamil Nadu,Karur,604203,4324-255300 / 255301,abshospital@gmail.com
Abv Multispeciality Hospital,"Sy No. 231/A, Opp Vidyuth Nagar Colony,",Telangana,RangaReddy,509216,8964059999,ABVHOSPITALS.BILLING@GMAIL.COM
Acchutha Eye Care,"H-3, Evn Road, Periyar Nagar, Surampatti Naal Road",Tamil Nadu,Erode,638009,9940455322,ACCHUTHAEYECARE@GMAIL.COM
Accident And Fracture Clinic,"Kasturba Road, Behind Civil Hospital, Hospital Ward, Chandrapur",Maharashtra,Chandrapur,442402,07172 - 254151 / 255151 / 09823111451,ajayduddalwar@gmail.com
Accident And Fracture Hospital,Opp. Alembic Nayar,Gujarat,Vadodara,390016,0265 - 2281616,PANKAJ3760@GMAIL.COM
Accord Hospitals Pvt Ltd,Mundra Road,Gujarat,Bhuj,370001,02832 - 230033 / 231033,ACCORDHOSPITAL@GMAIL.COM
Accord Superspeciality Hospital ,"Sector 86,",Haryana,Faridabad,121006,3512000,TPA@ACCORDHOSPITALS.CO.IN
Ace Heart And Vascular Institute,"Sec 69 , Mohali, Near Shivalik Hospital, Mohali",Punjab,Mohali,160062,0172 - 5058888 / 5058899,aceheartinstitute@gmail.com
Ace Hospital ,S No. 32/2a  Erandwane  Behind Mehendale Garage   Pune-411004,Maharashtra,Pune,411004,8600137773,ACEHOSPITALPUNE@GMAIL.COM
Acharya Clinic,"3/845 - B , Bharathi Nagar, Paramakudi",Tamil Nadu,Paramakudi,623707,04654 - 227825,
Acharya Nursing Home,"88/89, Shree Jay Ambe Co-Op Soc., Opp. Gorwa Work Shop, Subhanpura",Gujarat,Vadodara,390023,6352023617,DRACHARYA.ANH@GMAIL.COM
Acharya Shri Chander College Of Medical Sciences And Hospitals,"Nh-By Pass (P.O. Majeen) Sidhra, Jammu",Jammu Kashmir,Jammu,180017,9906091981,ASCOMS.LIAISON@YAHOO.IN
Acharyashri Nanesh Hospital,"Plot No.34 To 37, Sector-8a, Jain Mandir Lane, Artist Village, Cbd Belapur",Maharashtra,Navi mumbai,400614,8097080869,NANESHHOSPITAL@GMAIL.COM
Aci-Cumballa Hill Hospital,"93/95, ",Maharashtra,Mumbai,400036,62771111 / 7506777111,TPACHH@ACIHOSPITALS.COM
Acme Hospital,"3Rd & 4Th Floor, Signature Bussiness Park, Postal Colony",Maharashtra,Mumbai,400071,69770001,TPA@ACMEHEALTHCENTRE.COM
Action Cancer Hospital,"Fc-34, A-4, Paschim Vihar",Delhi,New Delhi,110063,5645432171,PANEL@ACTIONCANCERHOSPITAL.COM
Acuvision Eye Centre,"PLOT NO 3 A, FIRST FLOOR, POCKET B , NEAR GIRI PUBLIC SCHOOL, MAHARAJA AGRSEN MARG, SARITA VIHAR",Delhi,Delhi,110076,41010506,INFOACUVISIONEYECENTRE@GMAIL.COM
Adani Hospitals Mundra Pvt Ltd,"Old Port Road, Nr Samindra Township, Mundra Sez",Gujarat,Mundra,370421,2838-619555,corpdesk@adanihospitals.com
"Adarsh E.N,T. Surgical Hospital","1st Floor, Adarsh Market, ",Gujarat,Bharuch,392001,8850835587,AHSSHOSPITAL@GMAIL.COM
Adarsh General And Maternity Nursing Home,"Behind Ghatkopar Industrial Estate, Ghatkopar (West)",Maharashtra,Mumbai,400086,022 - 25002288 / 25007853,ADARSH.MATERNITY.NH@GMAIL.COM
Adarsh Hospital,"Meenakshi Apartment, C-Wing, Orlem, Marve Road,",Maharashtra,Madha,400064,28073867,VINODABHA1960@GMAIL.COM
Adarsh Hospital A Superspeciality Orthopedic Center,Adarsh Medical Hall First Floor Super Market Kalaburagi,Karnataka,Gulbarga,585102,0,ADARSHHOSPITAL633@GMAIL.COM
Adarsh Multi Speciality Hospital,"No.1943, 6th Cross, 1st A Main, Kengeri Satellite Town, Bangalore",Karnataka,Bengaluru,560098,080-28485101,ADARSHHOSPITAL12@YAHOO.IN
Adarsh Nursing Home,"NEWADA , SUNDAR PUR, VARANASI, 221005",Uttar Pradesh,Varanasi,221005,7800790733,ADARSHHOSPITAL1375@GMAIL.COM
Adarsh Sukhsagar Hospital,"Rajopatti, Main road",Bihar,Sitamarhi,843302,7319813141,ADARSHSUKHSAGARBIHAR@GMAIL.COM
Adarsh Super Speciality Eye Hospital,"KUVEMPU ROAD, SHIMOGA 577201",Karnataka,Shimoga,577201,6366685201,ASSEH@GMAIL.COM
Adarsha Hospital,"N H 17, Kundapura, Udupi Dist",Karnataka,Kundapura,576201,9341145014,ADARSH72@SANCHARNET.IN
Adarsha Hospital (A Unit Of Adarsha Shathavahana Medicare Pvt Ltd),"Door No. 2-8-85, Mukarampura",Telangana,Karimnagar,505001,9121000888/9121999333,ADARSHAHOSPITALS.INSURANCE@GMAIL.COM
Adarsha Medical Centre Private Limited,"Sundaraiah Bhavan Road,",Andhra Pradesh,Ongole,523002,233652,ADARSHAADVANCEDORTHO@GMAIL.COM
Adarsha Multispeciality Hospital,"Near Service Sus Stand, Udupi",Karnataka,Udupi,576101,9663330864,CLAIMS.ADARSHA@GMAIL.COM
Adarsha Nethralayam,"Mandi Bazar, Warangal, Warangal",Telangana,Warangal,506002,0870 - 2426555,ANANDRAOKESHARAJU@GMAIL.COM
Adarsha Nursing Home,"Opp. M G Stadium, Tumkur - 572102",Karnataka,Tumkur,572102,8162260176,ANHTMK@GMAIL.COM
Adayar P M Hospital And Research Centre Pvt Ltd,"No. 58, Lattice Bridge Road, Adayar",Tamil Nadu,Chennai,600020,044 - 24412000 / 24422001,adyarpmhospital@gmail.com
Add Hospital Pvt Ltd,Junus Patna College Square,Odisha,Cuttack,753003,9338770955,ADDHOSPITAL@GMAIL.COM
Adhikari Lifeline ,"Nagzari Naka, Chillar Road",Maharashtra,Mumbai,401404,7030119444,ADHIKARILIFELINE@GMAIL.COM
Adinath Ent And Genaral Hospital,B-102 A Udaimarg Tilak Nagar,Rajasthan,Jaipur,302004,2392298,HOSPITALADINATH@GMAIL.COM
Adithya Hospital,Bogulkunta Tilak Road,Telangana,Hyderabad,500001,9848553662,CB@ADITYAHOSPITAL.COM
Aditi Hospital,"Gandhi Square, Newpet, Anekal",Karnataka,Bangalore Rural,562106,080 - 27830090,aditihospitalanekal@rediffmail.com
Aditi Hospital,"185/R, ALHAD, P.K.Road, Opp Kalidas Sport Complex, Mulund -West ,Mumbai-400080",Maharashtra,Mumbai,400080,2261116736,TPA@ADITIHOSPITAL.NET
Aditi Hospital,"Avalipalya, Road 80Ft Road, Sira Gate, Tumakuru, Karnataka 572106",Karnataka,Tumkur,572106,3500023,ADITIHOSPITAL.TUMKUR@GMAIL.COM
Aditi Hospital(Malad),"Param Raban , 1st floor, Jakeria Road",Maharashtra,Mumbai,400064,28882278,ADITIAMAL786@GMAIL.COM
Aditya Birla Health Services Ltd,"Survey No.31, Near Morya Mangal Karyalay , Thergaon, Pune",Maharashtra,Pune,411033,9881123032,ABMH.TPA@ADITYABIRLA.COM
Aditya Birla Hospital,"NEAR BAJRANG SOCIETY, OPP. HANUMAN TEMPLE, VERAVAL",Gujarat,Veraval,362265,9099559997,IR-VRL.CASHLESS@ADITYABIRLA.COM
Aditya Care Hospital,"3-3-148 Beside Civil Hospital, Savaran Street Karimnager",Telangana,Karimnagar,505001,8782245344,adityacarehospitalknr@gmail.com
Aditya Eye Care,"104-A/326, Ram Bagh, Kanpur, ",Uttar Pradesh,Kanpur,208012,9936432366,ADITYAEYECAREKANPUR@GMAIL.COM
Aditya Eye Care And Laser Centre,1st floor jabade complex 155 railway lines solapur,Maharashtra,Solapur,413001,2735720,AABAGMAR@GMAIL.COM
Aditya Eye Clinic,"1a Kumar Plaza Nexrt To Wonder Land, 8 M G Road",Maharashtra,Pune,411004,020 - 65290514,adityaeyeclinic@yahoo.com
Aditya Eye Hospital,"Judge Mukku, Thrikkakkara, Near Kardinal High School, Kochi.",Kerala,Cochin,682021,9447151210,ADITYAEYEHOSPITALCOCHIN@GMAIL.COM
Aditya Eye Hospital,"FIRST FLOOR, SURYADEEP TOWERS SHOPPING COMPLEX",Gujarat,Ahmedabad,380052,"48990740, 27490740",ADITYAEYEHOSPITAL@GMAIL.COM
Aditya Hospital,"1st Floor, Rabiya Tower CHS LTD, Pancharatna Park",Maharashtra,Mumbai,401107,7208396481,ADITYAHOSPITALMIRAROAD@GMAIL.COM
Aditya Hospital,Rewa Road,Madhya Pradesh,Shahdol,484001,9770900731,ADITYAHOSPITAL.SDL@GMAIL.COM
Aditya Hospital,"Opp Bharat Petrol Pump, Shanti Nagar Uppal Hyderabad – 500039",Telangana,Hyderabad,500039,9390996345,INFO.UPPAL@ADITYAHOSPITAL.COM
Aditya Hospital,"No. 7, Barnaby Road, Kilpauk",Tamil Nadu,Chennai,600010,9840881094,ADITYAHOSPITAL@GMAIL.COM
Aditya Jyot Eye Hospital Pvt Ltd(Cashless only for MPKAY and Govt scheme),"Plot no.153, Road No.9, Major parmeshwaran marg",Maharashtra,Mumbai,400031,9833520580,MEENA.V@ADITYAJYOTEYEHOSPITAL.ORG
Aditya Life Line Pvt. Ltd.,"318, Usha Nagar ext., Indore, Madhya Pradesh",Madhya Pradesh,Indore,452009,7747007001,ADITYAHOSPITAL.TPA@GMAIL.COM
Aditya Multispeciality Hospitals,"D.No. 13.03.52, Gunturuvari Thota, 3rd Line",Andhra Pradesh,Guntur,522001,9915589779,ADITYAHOSPITALGUNTUR@GMAIL.COM
Aditya Neuro And Spine Speciality Hospital,"NEAR KANOD GATE, CIRCULAR ROAD, REWARI",Haryana,Rewari,123401,8930023861,ADITYAHOSPITALREWARI2012@GMAIL.COM
Aditya Nursing Home,"Plot No. 27, Kansai Section, Near Gajanan Maharaj Mandir",Maharashtra,Mumbai,421501,2604487336,ADITYAHEARTCARE11@GMAIL.COM
Aditya Orthopaedic And Trauma Centre,"Sree Shivakumara Swamy Circle, B.H.Road",Karnataka,Tumkur,572102,0816 - 2260023,adityaortho@yahoo.com
Adityaj Hospital,"Sco 18 F F Phase I , S A S Nagar",Punjab,Mohali,160055,0172 - 3040278,ADITYAJ@YAHOO.CO.IN
Adityavardhan Hospital ,"1st floor, Sadichha Tower,Old Bombay Agra Road ",Maharashtra,Mumbai,400601,21721331/21723444,TPADRASHOK@GMAIL.COM
Adiva Hospitals Pvt Ltd,"C-1/C, Green Park Extension",Delhi,New Delhi,110016,4667270,INFO@ADIVAHOSPITALS.ORG
Adiyogi Multispeciality Hospital And Research Centre,"256/2/1, 256/2/2, 257/2/1, Loharpipliya, A B Road",Madhya Pradesh,Dewas,455001,,TPAADIYOGIHOSPITAL@GMAIL.COM
Adlakha Hospital,"29-RACE COURSE ROAD,AMRITSAR",Punjab,Amritsar,143001,3941770,adlakhahospitalasr@gmail.com
ADR Hospital,"H.No- 4-112/1, Anand Bagh, Malkajgiri",Telangana,Hyderabad,500017,9603435250,DRDIVAKER@YAHOO.CO.IN
Adrm Hospital (Adavally Damodar Reddy Memorial Hospital),"9-2, Plot No: 3, Ramanthapur",Telangana,Hyderabad,500013,040 - 27038744 / 55 / 27,ADRMHOSPITAL@YAHOO.COM
Advamed Hospital,"Near Ganga Nursery, Near Chandigarh - Ambala Highway, Zirakpur",Punjab,Mohali,140603,0,ADVAMEDHOSPITAL@GMAIL.COM
Advance Mother And Child Care Center,"67, Kalgidhar Enclave, Baltana, Zirakpur",Punjab,Zirakpur,140603,1762-530954,advancemother.childcare@gmail.com
Advanced Ag Hospital,NORTH ESTATEOPPOSITE RELIANCE MALLNear Barnala Bye Pass Road,Punjab,Bathinda,151001,,ARINAJAIGUPTA@GMAIL.COM
Advanced Centre For Eyes,"4-D, Kitchlu Nagar",Punjab,Ludhiana,141001,4634550/2304550/9781114678,advancedcentreforeyesludhiana@gmail.com
Advanced Eye Care Hospital,"A22, Ruchika Market, Baramunda",Odisha,Bhubaneswar,751003,2355099,ADVANCEDEYECAREHOSPITAL@GMAIL.COM
Advanced Eye Hospital,"431-R, MODEL TOWN, YAMUNA NAGAR, HARYANA, 135001",Haryana,Yamunanagar,135001,8194858333,AEHYNR@GMAIL.COM
Advanced Eye Hospital & Institute,"30, The Affaires,",Maharashtra,Mumbai,400705,9833931010,CASHLESS@ADVANCEDEYEHOSPITAL.COM
Advanced Medical & Truma Hospital,"Opp. Axis Bank, City Chowk",Bihar,Patna,800008,9341685768,AMTHPATNA@GAMIL.COM
Advanced Neurology And Superspeciality Hospital,"D-358 , Malviya Nagar, Jaipur",Rajasthan,Jaipur,302017,0141 - 2724258,ADVANCE_HOSPITAL@HOTMAIL.COM
Advanta Super Speciality Hospital,SILANI GATE,Haryana,Jhajjar,124103,252128,ADVANTAHEALTHCARE@GMAIL.COM
Advanta Super Speciality Hospital -Advanta Cancer Insitute,"DELHI ROAD, ROHTAK",Haryana,Rohtak,124001,9896695316,ADVANTA.SSH@GMAIL.COM
Adwita Hospital,"Dak Banglow Road, Near SK Majila College",Bihar,Begusarai,851101,223017,HOSPITALADWITA@GMAIL.COM
Ag Eye Care Hospitals,No.106 R.K. Mutt Road Mylapore,Tamil Nadu,Chennai,600004,44-44431111,INSURANCE.AGEYE@GMAIL.COM
Agada Hospital,"#8, Nair Road, T.Nagar",Tamil Nadu,Chennai,600017,44-28152604/ 08,insurance@agadahealthcare.net
Agadi Sunrise Hospital Pvt Ltd,"SAVANUR ROAD, LAKSHMESWAR",Karnataka,Gadag,582116,8095294422,TPA@AGADISUNRISEHOSPITAL.COM
Agape Hospital,"Jeewangalam, Bagalur P.O",Tamil Nadu,Hosur,635103,4344-254521,AGAPEHOSUR@GMAIL.COM
Agarwal Clinic And Nursing Home,"Mahesh Nagar, Nawabi Road, Haldwani, Nainital District",Uttarakhand,Haldwani,263139,9837155465,agarwalclinic@yahoo.com
Agarwal Eye Care Hospital,"72 A, PROFESSOR COLONY, HARI PARWAT, AGRA, 282002",Uttar Pradesh,Agra,282002,4063424,AGARWALEYEHOSPITALTPA@GMAIL.COM
Agarwal Eye Hospital,"B-1, 28, Krishna Kunj, S. V. Road, ",Maharashtra,Mumbai,400062,28760798,SAGARWAL15@HOTMAIL.COM
Agarwal Hospital,"B-1, Rohit Kunj, Pitampura",Delhi,New Delhi,110034,47071000-04,
Agarwal Hospital And Trauma Center,14/15 BHURA RANI ROADOPP. HARIYANA RICE MILL,Uttarakhand,Rudrapur,263153,355060,DRPRAKSHAY@GMAIL.COM
Agarwal Maternity And General Hospital,"Sangharsh Chowk, Kharadi Road, Chandan Nagar, Pune - 411014",Maharashtra,Pune,411014,9662736561,CASHLESS@AMGH.ORG
Agarwal Nursing Home,Salarpur Road,Haryana,Kurukshetra,136118,7441290355,ANHKKR@GMAIL.COM
Agarwals Eye Hospital,"3-6-262,old mla quaters,himayatnagar,next to yes bank and icici bank,hyderabad",Telangana,Hyderabad,500029,,
Agarwals Eye Hospital,"No. 40 Partheon Road, Egmore",Tamil Nadu,Chennai,600001,44-28194001,egmore@dragarwal.com
Agarwals Eye Hospital,"32,rayapandaram street,near pushpa theater bus stop,avinashi road,tirpur",Tamil Nadu,Tiruppur,641602,7338885278,
Agash Nursing Home,"234 GST ROAD,CHROMPET, CH-44",Tamil Nadu,Chennai,600044,22381300,RAMESHCHITRA90@GMAIL.COM
Aggarwal Eye Hospital,"102/5 Ketayun Mansion Shahji Raje Marg Koldongri, Andheri (East), Mumbai- 400057",Maharashtra,Mumbai,400057,9232141541,AGGARWALEYEHOSPITAL@GMAIL.COM
Aggarwal Liver & Gut Super Speciality Center,"275, J.P. NAGAR, NEAR BSNL TELEPHONE EXCHANGE,",Punjab,Jalandhar,144001,9814823419,AGHLIVERGUTTPA07@GMAIL.COM
Aggarwal Nursing Home,Inside Sultanwind Gate Near Old Lakkar Mandi,Punjab,Amritsar,143001,7347467642,AGGARWALHOSPITAL786@GMAIL.COM
Aggrawal Bombay Children Hospital,"24,Professors Colony",Madhya Pradesh,Bhopal,462001,4061727,THE.ABCH@GMAIL.COM
Agile Hospital,"Joyanagar, Ghariali",Assam,Guwahati,781022,9957081824,AGILEHOSPITALS@GMAIL.COM
Agni Health Care,"Masat Bazar, Masat. Hooghly. ",West Bengal,Hooghly,712701,9800462409,AGNIHEALTHCARE21@GMAIL.COM
Agrasen Hospital,"Smata Colony, Raipur, Icg",Chattisgarh,Raipur,492001,07712533535,AGRASENHOSPITAL8000@GMAIL.COM
Agraseni Hospital,"Door No 46-1, BKST-504, Sapthagiri Nagar,",Andhra Pradesh,Kurnool,518002,221239,AGRASENIHOSPITALINSURENCE@GMAIL.COM
Agrawal Eye Hospital,"61, Shivaji Road",Uttar Pradesh,Meerut,250001,0121 - 2640646/2650642/9719843433,DR_SHISHIR@VSNL.COM
Agrawal Eye Hospital,"Maharaja Apt, 1st Floor, S.V Road, Opp. Malad Telephone Exc",Maharashtra,Mumbai,400064,9820430741,DRSHYAMAGRAWAL12@GMAIL.COM
Agrawal Eye Institute,"A-235 Shivalik, Malviya Nagar",Delhi,New Delhi,110017,011 - 26680397,dr_shishir@vsnl.com
Agrawal Hospital,"Park Plaza City, S.M. Road Tonk",Rajasthan,Tonk,304001,1432-253903,HOSPITALTONKAGRAWAL@GMAIL.COM
Agrawal Hospital,"E-3/15 Arera Colony Near Habib Ganj, Railway Crossing Bhopal",Madhya Pradesh,Bhopal,462016,7554283383,INFO@AGRAWALHOSPITAL.COM
Agrawal Hospital,"KILACHAND CENTER,FIFTH LANE , FIRST FLOOR,STAION ROAD,PATAN ( NORTH GUJARAT)384265",Gujarat,Patan,384265,222 083,DRATULAGRAWAL@YAHOO.CO.IN
Agrawal Hospital,"Opp. Rajkumar College Complex, Near Dhuppad Petrol Pump, Ge Road",Chattisgarh,Raipur,492001,0771 - 2259900 / 2255898,agrawalhospital.corporate@gmail.com
Agrawal Nursing Home ,"Behind Govt. Hospital, Near Bus Stand, Main Road, Dist- Mahasamund",Chattisgarh,Mahasamund,493554,8458911000,ANHBASNA1@GMAIL.COM
Agrawal Orthopaedic Hospital,"AGRAWAL ORTHOPAEDIC HOSPITAL , AGRAWAL ORTHOPAEDIC HOSPITAL JUBILEE SCHOOL ROAD GORAKHPUR 273001",Uttar Pradesh,Gorakhpur,273001,,
Agrawal Orthopaedic Hospital,"JUBILLE ROAD, GORAKHPUR, ",Uttar Pradesh,Gorakhpur,273408,2333102,HOSPITALAGRAWALORTHOPAEDIC@GMAIL.COM
Agrim Hospital ,PLOT NO -21 RAVINDRAPURI EXTENSION DURGAKUND LANKA ROAD VARANASI,Uttar Pradesh,Varanasi,221005,230065,HOSPITALAGRIM@GMAIL.COM
Agur Prime Hospital,"12-94-12-99, Block No.12",Telangana,Mahbubnagar,509301,7997992977,AGURPRIMEHOSPITALS@GMAIL.COM
Ahalia Diabetes Hospital,AHALIA CAMPUS,Kerala,Palakkad,678557,225555,INSURANCE@AHALIADIABETES.ORG
Ahalia Foundatioin Eye Hospital,"# 120, Kanal Pirivu, Near Walayar",Kerala,Palakkad,678557,4923225052,CORPSERVICE@AFEH.ORG
Ahalia Foundation,"PULIMOOTTIL PARK AVENUE,PARK JUNCTION,KAYAMKULAM,ALAPPUZHA-690502",Kerala,Kayamkulam,690502,9400247623,ACCOUNTS@AHALIA.IN
Ahalia Foundation Eye Hospital,"101 JUNCTION ,THELLAKOM (PO),KOTTAYAM-686016",Kerala,Kottayam,686016,9400247623,ACCOUNTS@AHALIA.IN
Ahalia Foundation Eye Hospital,"ATLAS BUILDING,NEAR JYOTHI PETROL PUMP,KARIMPANAPALAM,VADAKARA,KOZHIKKODE-673101",Kerala,Vadakara,673101,04923-225055,VADAKARA@AFEH.ORG
Ahalia Foundation Eye Hospital,"NEAR MUNICIPAL BUS STAND,KALPETTA,WAYANAD-673121",Kerala,Kalpetta,673121,04923-225055,KALPETTA@AFEH.ORG
Ahalia Foundation Eye Hospital ,"TOWNS VILLA,EDARIKKODE(PO),KOTTAKKAL,MALAPPURAM-676501",Kerala,Kottakkal,676501,04923-225055,KTKAL@AFEH.ORG
Ahalia Foundation Eye Hospital ,"CHEMMATTAM VAYAL,OPPOSITE DISTRICT HOSPITAL,BELLA(PO),KANHANGAD,KASARGOD-671315",Kerala,Kanhangad,671315,04923-225055,KANHANGAD@AFEH.ORG
Ahalia Foundation Eye Hospital ,"PUTHIYA ROAD JUNCTION,NH BYPASS,PALARIVATTOM,ERNAKULAM-682025",Kerala,palarivattom,682025,9400247623,EKM@AFEH.ORG
Ahalia Foundation Eye Hospital,"5th FLOOR,THRISSUR TRADE CENTRE,KURUPPAM ROAD,THRISSUR-680001",Kerala,Thrissur,680001,04923-225055,AFEHTCR@AFEH.ORG
Ahalia Foundation Eye Hospital,"PALACE COMPLEX,CALICUT ROAD,MANJERI,MALAPPURAM-676121",Kerala,Manjeri,676121,04923-225055,MANJERI@AFEH.ORG
Ahalia Foundation Eye Hospital,"KALPAKA STREET,MELE PATTAMBI(PO),PATTAMBI,PALAKKAD-679306",Kerala,Pattambi,679306,4923225055,PATTAMBI@AFEH.ORG
Ahalia Foundation Eye Hospital,"KTM PLAZA,COLLEGE(PO),NEAR KUNTHIPUZHA BRIDGE,MANNARKKAD,PALAKKAD-678583",Kerala,MANNARKKAD,678583,4923225055,MNRKD@AFEH.ORG
Ahalia Foundation Eye Hospital,"CV JUNCTION,THAVANOOR ROAD,PONNANI,MALAPPURAM-679577",Kerala,Tanur,679577,4923225055,PONNANI@AFEH.ORG
Ahalia Foundation Eye Hospital,"RKG BUILDING,KMK JUNCTION,POTTEN STREET,NORTH PARAVUR,ERNAKULAM-683513",Kerala,N.Paravur,683513,9400247623,ACCOUNTS@AHALIA.IN
Ahalia Foundation Eye Hospital,"THEKKUMURIYIL ARCADE,COLLEGE ROAD,PATHANAMTHITTA-689645",Kerala,Pathanamthitta,689645,9400247623,ACCOUNTS@AHALIA.IN
Ahalia Foundation Eye Hospital ,"RVS ARCADE, NH 47, NEAR ULLOOR BRIDGE, ULLOOR,TRIVANDRUM. PIN 695011,KERALA",Kerala,Thiruvananthapuram,695011,9400247623,ACCOUNTS@AHALIA.IN
Ahalia Foundation Eye Hospital ,"VELLOORKUNNAM,MUVATTUPUZHA,ERNAKULAM-686673",Kerala,Muvattupuzha,686673,9400247623,ACCOUNTS@AHALIA.IN
Ahalia Foundation Eye Hospital,"AC ROAD,PERUNNA,CHANGANASSERY,KOTTAYAM-686102",Kerala,Changanassery,686102,9400247623,ACCOUNTS@AHALIA.IN
Ahalia Foundation Eye Hospital,"SAAROZS ARCADE , NATIONAL HIGHWAY, ATTINGAL, THIRUVANANTHAPURAM, KERALA-695101",Kerala,Attingal,695101,9400247623,ACCOUNTS@AHALIA.IN
Ahalia Foundation Eye Hospital ,"KATTUNGACHIRA,IRINJALAKUDA NORTH,THRISSUR-680125",Kerala,Irinjalakuda,680125,04923-225055,LJK@AFEH.ORG
Ahalya Devi Nursing Home,"16-1-712, Near Nehru Statue, Trunk Road, Nellore, Nellore",Andhra Pradesh,Nellore,524003,08612 - 344545,drgashok9@yahoo.co.in
Ahalya Hospital,"Plot No.-3818/7664,3816/7495/7665& 3816/7667, Pathargadia, P.O:Daruthenga, P.S- Chandaka, District- Khordha,Odisha-751024",Odisha,Bhubaneswar,751024,9937063336,AHALYATPA@GMAIL.COM
Ahalya Nursing Home,"12-10-16/A, Shivalayam Street,",Andhra Pradesh,Guntur,522001,0863-6450135,AHALYANURSINGHOME@YAHOO.COM
Ahana Hospitals Llp,"No.11 Subburam street Gandhi nagar,Near V mass hotel",Tamil Nadu,Madurai,625020,9677887733,INFO@AHANAHOSPITALS.IN
Ahichhatra Apex Multi Superspeciality Hospital,"Pilibhit Bypass Rd, Opp. Mahanagar Colony, Veer Savarkar Nagar, Bareilly, Uttar Pradesh 243122",Uttar Pradesh,Bareilly,243122,4000628,APEXTPA929@GMAIL.COM
Ahluwalia Hospital,"412-Nemichand street, Ramsagar Para, Near Prabhat Cinema",Chattisgarh,Raipur,492001,9610140502/8103128515,DRGAURAVAHLUWALIA@GMAIL.COM
